,car_year,brand,model,sub_model,sub_model_name,car_type,transmission,model_year_start,model_year_end,color,mile,date,webid,cost
1864,2020,Mazda,2,1.3,S,Sedan,AT,15.0,25.0,black,55893,2023-10-25,mazda-2-s-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12228030?auc=true,468000
1865,2022,Mazda,BT-50,1.9,Freestyle Cab Hi-Racer C,Pickup,MT,,,white,12500,2023-10-25,mazda-bt-50-hi-racer-c-กรุงเทพและปริมณฑล-อำเภอปากเกร็ด/9866213?auc=true,487000
1866,2015,Mazda,3,2.0,SP Sports,Hatchback,AT,14.0,18.0,brown,115881,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-อ่อนนุช/12239896,460200
1867,2018,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,black,67500,2023-10-25,mazda-cx-5-xdl-ภาคใต้-อำเภอเมืองสงขลา/12763965,890000
1868,2011,Mazda,MX-5,1.6,,Convertible,MT,92.0,98.0,red,2500,2023-10-25,mazda-mx-5-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12599838,890000
1869,2015,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13.0,16.0,gray,112500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12798140,459000
1870,2019,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,black,67500,2023-10-25,mazda-cx-5-sp-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12798079?auc=true,745000
1871,2018,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,black,29812,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-มีนบุรี/12404361?auc=true,899000
1872,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,black,47621,2023-10-25,mazda-2-sports-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12796538?auc=true,399000
1873,2015,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,white,142500,2023-10-25,mazda-3-s-sports-ภาคตะวันออก-อำเภอบางละมุง/12794584,389000
1874,2022,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15.0,25.0,red,32500,2023-10-25,mazda-2-s-leather-sports-ภาคใต้-อำเภอเมืองภูเก็ต/12797295,489000
1875,2021,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,gray,127000,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-อำเภอปากเกร็ด/12794243,769000
1876,2014,Mazda,CX-5,2.5,S,SUV,AT,13.0,16.0,blue,92500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/7212015,457000
1877,2015,Mazda,2,1.5,XD Sports,Hatchback,AT,15.0,25.0,red,252500,2023-10-25,mazda-2-xd-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12793565?auc=true,339000
1878,2022,Mazda,BT-50,1.9,Freestyle Cab C,Pickup,MT,,,black,12500,2023-10-25,mazda-bt-50-c-กรุงเทพและปริมณฑล-อำเภอปากเกร็ด/10647964?auc=true,447000
1879,2020,Mazda,CX-3,2.0,Base Plus,SUV,AT,15.0,22.0,red,47500,2023-10-25,mazda-cx-3-base-plus-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/11082820?auc=true,545000
1880,2018,Mazda,2,1.3,Sports Standard,Hatchback,AT,15.0,25.0,blue,52500,2023-10-25,mazda-2-sports-standard-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12349762?auc=true,325000
1881,2018,Mazda,2,1.3,High,Sedan,AT,15.0,25.0,blue,122500,2023-10-25,mazda-2-high-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12139902?auc=true,325000
1882,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,black,56005,2023-10-25,mazda-2-sports-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12788729?auc=true,399000
1883,2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,brown,110429,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-ติวานนท์-ปทุมธานี/12704608,372000
1884,2015,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,red,89801,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-ลำลูกกา/12366721,403700
1885,2010,Mazda,2,1.5,Spirit Sports,Sedan,AT,9.0,14.0,white,160201,2023-10-25,mazda-2-spirit-sports-ภาคเหนือ-อำเภอสันป่าตอง/12183683,179000
1886,2017,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,black,112500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12349802?auc=true,335000
1887,2015,Mazda,CX-5,2.0,S,SUV,AT,13.0,16.0,gray,107500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12785728,429000
1888,2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,white,27500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12785007,799000
1889,2019,Mazda,3,2.0,S Sports,Hatchback,AT,19.0,24.0,gray,52500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12783431,749000
1890,2012,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,white,122500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคตะวันออก-อำเภอศรีราชา/12783268,749000
1891,2020,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,gray,46219,2023-10-25,mazda-2-sports-high-connect-ภาคตะวันออก-อำเภอบางละมุง/12783171,419000
1892,2012,Mazda,2,1.5,Spirit,Sedan,AT,9.0,14.0,gray,102500,2023-10-25,mazda-2-spirit-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12782729,198000
1893,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,68377,2023-10-25,mazda-2-high-connect-ภาคตะวันออก-อำเภอบางละมุง/12782575,399000
1894,2017,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,blue,62500,2023-10-25,mazda-cx-3-sp-ภาคใต้-อำเภอเมืองภูเก็ต/12564743,565000
1895,2019,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,red,62500,2023-10-25,mazda-cx-5-sp-ภาคใต้-อำเภอเมืองภูเก็ต/12464749,885000
1896,2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,red,83671,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12781260,718000
1897,2018,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,gray,52500,2023-10-25,mazda-cx-3-s-ภาคใต้-อำเภอเมืองภูเก็ต/12774548,565000
1898,2016,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,red,112500,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12781249,359000
1899,2016,Mazda,CX-5,2.0,S,SUV,AT,13.0,16.0,white,77500,2023-10-25,mazda-cx-5-s-ภาคใต้-อำเภอเมืองภูเก็ต/12426798,555000
1900,2010,Mazda,MX-5,2.0,,Convertible,AT,5.0,15.0,silver,122500,2023-10-25,mazda-mx-5-กรุงเทพและปริมณฑล-กาญจนาภิเษก/10210491,1090000
1901,2020,Mazda,2,1.3,E,Sedan,AT,15.0,25.0,red,67500,2023-10-25,mazda-2-e-ภาคอีสาน-อำเภอเมืองขอนแก่น/12780112,399000
1902,2018,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,gray,58109,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12776569,375000
1903,2019,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,gray,167500,2023-10-25,mazda-3-s-sports-ภาคตะวันออก-อำเภอเมืองชลบุรี/12776396,479000
1904,2021,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,white,52500,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12776387,429000
1905,2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,brown,57500,2023-10-25,mazda-2-high-connect-ภาคตะวันออก-อำเภอศรีราชา/12776250?auc=true,413000
1906,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,91331,2023-10-25,mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12775966,399000
1907,2015,Mazda,CX-5,2.5,S,SUV,AT,13.0,16.0,blue,92500,2023-10-25,mazda-cx-5-s-ภาคใต้-อำเภอเมืองภูเก็ต/12464726,498000
1908,2018,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,red,61513,2023-10-25,mazda-cx-5-xdl-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12774867,775000
1909,2020,Mazda,CX-30,2.0,S,SUV,AT,20.0,25.0,gray,25210,2023-10-25,mazda-cx-30-s-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12774856,799000
1910,2016,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,white,127721,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-อ่อนนุช/12730472?auc=true,438000
1911,2017,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,red,127500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12773771,429000
1912,2016,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,gray,62500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12773448,435000
1913,2017,Mazda,CX-3,2.0,E,SUV,AT,15.0,22.0,blue,37500,2023-10-25,mazda-cx-3-e-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12092959,495000
1914,2015,Mazda,3,2.0,SP Sports,Hatchback,AT,14.0,18.0,brown,52500,2023-10-25,mazda-3-sp-sports-ภาคใต้-อำเภอเมืองสงขลา/7916068,490000
1915,2010,Mazda,3,1.6,Spirit,Sedan,AT,5.0,10.0,black,187419,2023-10-25,mazda-3-spirit-ภาคใต้-อำเภอเมืองสงขลา/10474190,195000
1916,2008,Mazda,MX-5,2.0,,Convertible,AT,5.0,15.0,red,134403,2023-10-25,mazda-mx-5-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12769832?auc=true,990000
1917,2022,Mazda,CX-3,2.0,Base Plus,SUV,AT,15.0,22.0,red,37500,2023-10-25,mazda-cx-3-base-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12769066,559000
1918,2022,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,gray,19090,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-ลำลูกกา/12768109?auc=true,859000
1919,2012,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,gray,155999,2023-10-25,mazda-2-elegance-spirit-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12767229,188000
1920,2019,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15.0,25.0,gray,32500,2023-10-25,mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12732508?auc=true,439000
1921,2022,Mazda,2,1.3,C,Sedan,AT,15.0,25.0,black,7500,2023-10-25,mazda-2-c-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12766239?auc=true,399000
1922,2022,Mazda,2,1.3,C,Sedan,AT,15.0,25.0,white,7500,2023-10-25,mazda-2-c-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12766179?auc=true,399000
1923,2017,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,blue,72500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12765505,349000
1924,2017,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,black,2500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12681095?auc=true,299000
1925,2016,Mazda,2,1.5,XD High Connect,Sedan,AT,15.0,25.0,white,2500,2023-10-25,mazda-2-xd-high-connect-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12761367?auc=true,319000
1926,2018,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,white,32500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12762461?auc=true,398000
1927,2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,black,57500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-อ่อนนุช/12762249,399000
1928,2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,57500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-อ่อนนุช/12762227,399000
1929,2012,Mazda,2,1.5,Sports Spirit,Hatchback,AT,9.0,14.0,silver,116940,2023-10-25,mazda-2-sports-spirit-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12761997?auc=true,235000
1930,2021,Mazda,BT-50 PRO,2.2,DOUBLE CAB THUNDER Hi-Racer,Pickup,MT,,,white,66528,2023-10-25,mazda-bt-50-pro-thunder-hi-racer-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12761952?auc=true,485000
1931,2019,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,gray,167500,2023-10-25,mazda-3-s-sports-ภาคตะวันออก-อำเภอเมืองชลบุรี/12761663,479000
1932,2012,Mazda,2,1.5,Groove,Sedan,AT,9.0,14.0,black,90000,2023-10-25,mazda-2-groove-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12761421,159000
1933,2005,Mazda,RX-8,1.3,,Coupe,AT,3.0,8.0,gray,92500,2023-10-25,mazda-rx-8-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12761329,660000
1934,2018,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer mt.,Pickup,MT,,,white,67500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12068287?auc=true,279000
1935,2016,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,red,143496,2023-10-25,mazda-cx-3-sp-ภาคอีสาน-อำเภอเมืองอุบลราชธานี/12593716?auc=true,499000
1936,2016,Mazda,2,1.5,XD Sports,Hatchback,AT,15.0,22.0,black,103784,2023-10-25,mazda-2-xd-sports-ภาคอีสาน-อำเภอเมืองอุบลราชธานี/12022596?auc=true,399000
1937,2017,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13.0,16.0,gray,147500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12754503,488000
1938,2016,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13.0,16.0,gray,162500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-อำเภอเมืองนนทบุรี/12754282,395000
1939,2015,Mazda,3,2.0,C Sports,Hatchback,AT,14.0,18.0,black,2500,2023-10-25,mazda-3-c-sports-ภาคเหนือ-อำเภอเมืองเชียงใหม่/11864542?auc=true,458000
1940,2017,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,black,102500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12752670?auc=true,549000
1941,2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,86386,2023-10-25,mazda-2-high-connect-ภาคใต้-อำเภอหาดใหญ่/12479246,370000
1942,2017,Mazda,CX-5,2.0,S,SUV,AT,13.0,16.0,gray,82500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12751006,660000
1943,2018,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,white,55792,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคตะวันออก-อำเภอเมืองชลบุรี/11869802?auc=true,359000
1944,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,29835,2023-10-25,mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12721615?auc=true,435000
1945,2012,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,gray,187569,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคอีสาน-อำเภอเมืองขอนแก่น/12749385,370000
1946,1993,Mazda,RX-7,1.3,,Coupe,MT,85.0,91.0,green,2500,2023-10-25,mazda-rx-7-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/9233229,3000000
1947,2010,Mazda,CX-9,3.7,4WD,SUV,AT,9.0,16.0,gray,1,2023-10-25,mazda-cx-9-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/11605574?auc=true,475000
1948,2017,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,red,142500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-สุขุมวิท/12747244,538000
1949,2019,Mazda,CX-5,2.2,XD,SUV,AT,17.0,23.0,gray,97500,2023-10-25,mazda-cx-5-xd-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12747225?auc=true,799000
1950,2010,Mazda,CX-9,3.7,4WD,SUV,AT,9.0,16.0,gray,1,2023-10-25,mazda-cx-9-กรุงเทพและปริมณฑล-หลักสี่-สะพานใหม่-แจ้งวัฒนะ/11607251?auc=true,529000
