,car_year,brand,model,sub_model,sub_model_name,car_type,transmission,model_year_start,model_year_end,color,mile,date,webid,cost
1732,2017,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,white,111121,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12755038,438000
1733,2022,Mazda,2,1.3,C,Sedan,AT,15.0,25.0,white,9613,2023-10-25,mazda-2-c-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12850046?auc=true,449000
1734,2015,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,red,56756,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-อ่อนนุช/12345816,336400
1735,2016,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,red,117931,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12714958,349700
1736,2018,Mazda,3,2.0,E,Sedan,AT,14.0,18.0,silver,112500,2023-10-25,mazda-3-e-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12801094?auc=true,399000
1737,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,gray,123867,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12752260,384900
1738,2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,39410,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-สุขุมวิท/12698202,392500
1739,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,86442,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12735374,401400
1740,2016,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,white,140674,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-อ่อนนุช/12689154,354200
1741,2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,79579,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12366780,392500
1742,2016,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,153889,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-พระราม3-สาทร-พระราม4/12609086,323100
1743,2020,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,82500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-หลักสี่-สะพานใหม่-แจ้งวัฒนะ/12833830?auc=true,395000
1744,2013,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,white,252500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-อำเภอบางใหญ่/12849348,278000
1745,2020,Mazda,2,1.3,SP,Sedan,AT,15.0,25.0,gray,67500,2023-10-25,mazda-2-sp-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12849171,472900
1746,2014,Mazda,BT-50 PRO,2.2,FREE STYLE CAB V,Pickup,MT,,,silver,152409,2023-10-25,mazda-bt-50-pro-v-ภาคอีสาน-อำเภอเมืองอุบลราชธานี/12366849?auc=true,279000
1747,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,52500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12847910,421900
1748,2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,47500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12847888,421900
1749,2018,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,white,82320,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12847451,475000
1750,2018,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,gray,192500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12761332,399000
1751,2015,Mazda,CX-5,2.5,S,SUV,AT,13.0,16.0,white,93985,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-หลักสี่-สะพานใหม่-แจ้งวัฒนะ/12846767?auc=true,429000
1752,2012,Mazda,2,1.5,Spirit,Sedan,AT,9.0,14.0,white,122500,2023-10-25,mazda-2-spirit-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12349567,199000
1753,2012,Mazda,BT-50 PRO,2.2,FREE STYLE CAB V,Pickup,MT,,,silver,157500,2023-10-25,mazda-bt-50-pro-v-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12525750?auc=true,229900
1754,2016,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,red,92500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11816950?auc=true,319900
1755,2011,Mazda,CX-7,2.3,2.3T 4WD Wagon,,AT,7.0,9.0,silver,70000,2023-10-25,mazda-cx-7-2-3t-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12486257,319900
1756,2020,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,55076,2023-10-25,mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12727454?auc=true,418000
1757,2010,Mazda,2,1.5,Maxx Sports,Hatchback,AT,9.0,14.0,white,172500,2023-10-25,mazda-2-maxx-sports-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12844300,189000
1758,2018,Mazda,2,1.3,Sports Standard,Hatchback,AT,15.0,25.0,brown,36525,2023-10-25,mazda-2-sports-standard-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12843791,368000
1759,2022,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,cream,33577,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12542566?auc=true,939000
1760,2022,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,gray,27502,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12521028?auc=true,898000
1761,2020,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,red,53719,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12034396?auc=true,828000
1762,2020,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,gray,34147,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11975499?auc=true,878000
1763,2022,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,gray,66050,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12768494?auc=true,798000
1764,2017,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,red,148187,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12071564?auc=true,429000
1765,2017,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,black,59009,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12778826?auc=true,819000
1766,2018,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,brown,132500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12742092,379000
1767,2003,Mazda,Fighter,2.5,SUPER SALOON Super Saloon STR Base,Pickup,MT,,,silver,2500,2023-10-25,mazda-fighter-super-saloon-str-base-กรุงเทพและปริมณฑล-กาญจนาภิเษก/7306616,99000
1768,2009,Mazda,CX-9,3.7,4WD,SUV,AT,9.0,16.0,white,202500,2023-10-25,mazda-cx-9-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/8891374,499000
1769,2020,Mazda,3,2.0,S Sports,Hatchback,AT,19.0,24.0,red,77500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12840083?auc=true,657000
1770,2019,Mazda,BT-50 PRO,2.2,DOUBLE CAB THUNDER Hi-Racer,Pickup,AT,,,black,72500,2023-10-25,mazda-bt-50-pro-thunder-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12839404,498000
1771,2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,gray,52500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12838870?auc=true,359000
1772,2017,Mazda,2,1.3,Sports Standard,Hatchback,AT,15.0,25.0,red,77500,2023-10-25,mazda-2-sports-standard-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12833335,339000
1773,2013,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,gray,132500,2023-10-25,mazda-2-elegance-spirit-ภาคตะวันออก-อำเภอเมืองชลบุรี/12837715,239000
1774,2006,Mazda,3,2.0,R Sport,Hatchback,AT,5.0,10.0,white,242500,2023-10-25,mazda-3-r-sport-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12640144,167000
1775,2012,Mazda,BT-50 PRO,2.2,FREE STYLE CAB V,Pickup,MT,,,gray,152500,2023-10-25,mazda-bt-50-pro-v-กรุงเทพและปริมณฑล-อำเภอลำลูกกา/12836381,239000
1776,2016,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,gray,107500,2023-10-25,mazda-2-sports-high-plus-ภาคตะวันออก-อำเภอเมืองจันทบุรี/12834857,379000
1777,2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,brown,43678,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-อ่อนนุช/12834088?auc=true,309000
1778,2018,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,black,12500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอสันทราย/12241582?auc=true,359000
1779,2014,Mazda,3,2.0,S,Sedan,AT,14.0,18.0,white,232500,2023-10-25,mazda-3-s-กรุงเทพและปริมณฑล-ลำลูกกา/12562820,399000
1780,2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,62500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12390354,389000
1781,2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,brown,42500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12832063,389000
1782,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,53778,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12831520,399700
1783,2019,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,gray,68911,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12831414,580700
1784,2016,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,white,117116,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12831345,488600
1785,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,82241,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12830921,391600
1786,2014,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,red,77500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-อำเภอปากเกร็ด/12162745,348000
1787,2016,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,white,119670,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12830308,349700
1788,2021,Mazda,CX-30,2.0,,SUV,AT,20.0,25.0,black,57500,2023-10-25,mazda-cx-30-ภาคใต้-อำเภอถลาง/12830210,879000
1789,2018,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,red,92902,2023-10-25,mazda-cx-5-sp-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12731386,738000
1790,2017,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,brown,85626,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12727773,508600
1791,2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,gray,32500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-มีนบุรี/12828168,785000
1792,2021,Mazda,CX-3,2.0,Base Plus,SUV,AT,15.0,22.0,red,12500,2023-10-25,mazda-cx-3-base-plus-ภาคเหนือ-อำเภอสันทราย/12753363?auc=true,599000
1793,2018,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,gray,97500,2023-10-25,mazda-cx-5-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12781293?auc=true,679000
1794,2020,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,gray,107500,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-อำเภอเมืองนครปฐม/12827669?auc=true,369000
1795,2012,Mazda,3,1.6,Spirit Sports,Hatchback,AT,11.0,14.0,white,166513,2023-10-25,mazda-3-spirit-sports-กรุงเทพและปริมณฑล-ลำลูกกา/12102178,259000
1796,2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,white,22500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-อ่อนนุช/12664021,849000
1797,2021,Mazda,3,2.0,100th Anniversary Edition,Sedan,AT,19.0,24.0,white,62500,2023-10-25,mazda-3-100th-anniversary-edition-กรุงเทพและปริมณฑล-อำเภอบางกรวย/12827124,738000
1798,2018,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,red,92500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12824787?auc=true,799000
1799,2022,Mazda,2,1.3,C,Sedan,AT,15.0,25.0,gray,11602,2023-10-25,mazda-2-c-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12825531?auc=true,429000
1800,2018,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,gray,72624,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-หลักสี่-สะพานใหม่-แจ้งวัฒนะ/12825263,394700
1801,2016,Mazda,CX-3,2.0,C,SUV,AT,15.0,22.0,white,17500,2023-10-25,mazda-cx-3-c-กรุงเทพและปริมณฑล-สุขุมวิท/12824550,479999
1802,2009,Mazda,3,1.6,Spirit Sports,Hatchback,AT,5.0,10.0,silver,207500,2023-10-25,mazda-3-spirit-sports-กรุงเทพและปริมณฑล-สุขุมวิท/12824492,189999
1803,2018,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,black,80068,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12674242,390700
1804,2018,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,gray,44389,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12664292,398700
1805,2018,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,white,90794,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12680383,528700
1806,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,92500,2023-10-25,mazda-2-high-connect-ภาคกลาง-อำเภอเมืองพิษณุโลก/12824350,359000
1807,2016,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13.0,16.0,gray,167500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12824310?auc=true,519000
1808,2015,Mazda,2,1.3,Standard,Sedan,AT,15.0,25.0,red,72500,2023-10-25,mazda-2-standard-กรุงเทพและปริมณฑล-สุขุมวิท/12824228,339999
1809,2015,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,brown,122500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12800909,299000
1810,2015,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,178367,2023-10-25,mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12823088?auc=true,339000
1811,2018,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,red,82883,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12303492,390700
1812,2020,Mazda,CX-8,2.5,SP,SUV,AT,19.0,25.0,white,103811,2023-10-25,mazda-cx-8-sp-ภาคตะวันออก-อำเภอพานทอง/12820385,965000
1813,2014,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,gray,172611,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12243458?auc=true,319000
1814,2012,Mazda,2,1.5,Sports Spirit,Hatchback,AT,9.0,14.0,gray,120000,2023-10-25,mazda-2-sports-spirit-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12820066,149000
1815,2018,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,black,58109,2023-10-25,mazda-2-sports-high-plus-ภาคตะวันออก-อำเภอพานทอง/12819925,375000
1816,2016,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,white,127721,2023-10-25,mazda-cx-3-s-ภาคตะวันออก-อำเภอพานทอง/12819476,435000
1817,2016,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,brown,74636,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12819361,353300
1818,2013,Mazda,3,1.6,Spirit Sports,Hatchback,AT,11.0,14.0,white,167500,2023-10-25,mazda-3-spirit-sports-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12814828,219000
1819,2016,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,white,132500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12817176,380000
1820,2017,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,brown,167500,2023-10-25,mazda-3-s-sports-ภาคตะวันตก-อำเภอบ้านโป่ง/12816909,397000
1821,2020,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,gray,23889,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12815868?auc=true,379000
1822,2018,Mazda,3,2.0,SP Sports,Hatchback,AT,14.0,18.0,red,92500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-อ่อนนุช/12815305,439000
1823,2021,Mazda,CX-3,2.0,Base Plus,SUV,AT,15.0,22.0,gray,42500,2023-10-25,mazda-cx-3-base-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12815052,489000
1824,2015,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer Eclipse,Pickup,MT,,,black,72500,2023-10-25,mazda-bt-50-pro-hi-racer-eclipse-ภาคตะวันออก-อำเภอเมืองจันทบุรี/12814819,399000
1825,2014,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,gray,2500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอเมืองเชียงราย/12814205,355000
1826,2012,Mazda,2,1.5,Elegance Groove,Sedan,MT,9.0,14.0,red,2500,2023-10-25,mazda-2-elegance-groove-ภาคเหนือ-อำเภอเมืองเชียงราย/12814193,199000
1827,2013,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,white,2500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอเมืองเชียงราย/12814110,365000
1828,2012,Mazda,2,1.5,Elegance Groove,Sedan,AT,9.0,14.0,sky,134114,2023-10-25,mazda-2-elegance-groove-ภาคเหนือ-อำเภอเมืองเชียงราย/12814049,225000
1829,2020,Mazda,BT-50 PRO,2.2,FREE STYLE CAB THUNDER Hi-Racer,Pickup,MT,,,white,92191,2023-10-25,mazda-bt-50-pro-thunder-hi-racer-ภาคเหนือ-อำเภอเมืองเชียงราย/12814039,435000
1830,2020,Mazda,2,1.3,E,Sedan,AT,15.0,25.0,white,64977,2023-10-25,mazda-2-e-ภาคเหนือ-อำเภอเมืองเชียงราย/12814002,459000
1831,2020,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,gray,51688,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอเมืองเชียงราย/12813950,399000
1832,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,29835,2023-10-25,mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองเชียงราย/12813916,435000
1833,2020,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,gray,38013,2023-10-25,mazda-2-s-leather-ภาคตะวันออก-อำเภอพานทอง/12813820,439000
1834,2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,black,62500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-อำเภอบางกรวย/12813430,318000
1835,2015,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,white,118000,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12759534,319000
1836,2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,sky,95367,2023-10-25,mazda-2-sports-high-connect-ภาคตะวันออก-อำเภอบางละมุง/12782771,389000
1837,2022,Mazda,2,1.3,S Sports,Hatchback,AT,15.0,25.0,gray,17500,2023-10-25,mazda-2-s-sports-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12809158,459000
1838,2017,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,31444,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-ติวานนท์-ปทุมธานี/12704820,367000
1839,2019,Mazda,CX-3,2.0,E,SUV,AT,15.0,22.0,white,2500,2023-10-25,mazda-cx-3-e-กรุงเทพและปริมณฑล-อ่อนนุช/12808892?auc=true,568000
1840,2017,Mazda,CX-3,2.0,E,SUV,AT,15.0,22.0,black,104239,2023-10-25,mazda-cx-3-e-ภาคใต้-อำเภอหาดใหญ่/12808805,430000
1841,2019,Mazda,BT-50 PRO,2.2,FREE STYLE CAB V,Pickup,MT,,,brown,15000,2023-10-25,mazda-bt-50-pro-v-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12118479?auc=true,379000
1842,2014,Mazda,3,1.6,S Plus,Sedan,AT,11.0,14.0,silver,32500,2023-10-25,mazda-3-s-plus-กรุงเทพและปริมณฑล-อำเภอลำลูกกา/12808701,285000
1843,2020,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,black,52500,2023-10-25,mazda-2-sports-high-connect-ภาคตะวันออก-อำเภอบางละมุง/12808366?auc=true,449000
1844,2018,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,blue,132500,2023-10-25,mazda-cx-5-sp-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12808323,628000
1845,2018,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,black,127500,2023-10-25,mazda-cx-5-sp-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12768462,660000
1846,2011,Mazda,2,1.5,Groove,Sedan,AT,9.0,14.0,black,193607,2023-10-25,mazda-2-groove-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12808199,178000
1847,2017,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,brown,95568,2023-10-25,mazda-2-sports-high-connect-ภาคตะวันออก-อำเภอบางละมุง/12409851,339000
1848,2017,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,white,65444,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-ติวานนท์-ปทุมธานี/12732381,763800
1849,2020,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,gray,38013,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12807353,419000
1850,2021,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,white,56966,2023-10-25,mazda-2-s-leather-ภาคเหนือ-อำเภอเมืองเชียงราย/12807135,485000
1851,2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,gray,50222,2023-10-25,mazda-cx-30-sp-ภาคเหนือ-อำเภอเมืองเชียงราย/12807108,855000
1852,2014,Mazda,3,2.0,S,Sedan,AT,14.0,18.0,red,144032,2023-10-25,mazda-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12720613,362300
1853,2016,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,white,207500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-อำเภอปากเกร็ด/12806363,398000
1854,2016,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13.0,16.0,silver,172500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12806262,489000
1855,2016,Mazda,2,1.3,High,Sedan,AT,15.0,25.0,white,112500,2023-10-25,mazda-2-high-ภาคตะวันออก-อำเภอบางละมุง/12789546,269000
1856,2020,Mazda,CX-3,2.0,Base,SUV,AT,15.0,22.0,red,67500,2023-10-25,mazda-cx-3-base-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12802784,499000
1857,2021,Mazda,3,2.0,SP Sports,Hatchback,AT,19.0,24.0,gray,27500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12802587,778000
1858,2015,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,gray,147500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12617292?auc=true,348000
1859,2019,Mazda,BT-50 PRO,2.2,DOUBLE CAB THUNDER Hi-Racer,Pickup,MT,,,white,52500,2023-10-25,mazda-bt-50-pro-thunder-hi-racer-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12236030?auc=true,457000
1860,2012,Mazda,2,1.5,Sports Groove,Hatchback,AT,9.0,14.0,red,112500,2023-10-25,mazda-2-sports-groove-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12800706,198000
1861,2015,Mazda,3,2.0,E Sports,Hatchback,AT,14.0,18.0,brown,174559,2023-10-25,mazda-3-e-sports-กรุงเทพและปริมณฑล-อ่อนนุช/12786149?auc=true,359000
1862,2019,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,red,2500,2023-10-25,mazda-cx-3-sp-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12400280?auc=true,618000
1863,2015,Mazda,3,2.0,C Sports,Hatchback,AT,14.0,18.0,red,2500,2023-10-25,mazda-3-c-sports-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12228062?auc=true,418000
