car_year,brand,model,sub_model,sub_model_name,car_type,transmission,model_year_start,model_year_end,color,mile,date,webid,cost
2020,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,gray,72500,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12229463?auc=true,455000
2017,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,brown,112500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12742120?auc=true,385000
2015,Mazda,2,1.5,XD,Sedan,AT,15.0,25.0,red,127500,2023-10-25,mazda-2-xd-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12716116,325000
2016,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,white,2500,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12741046,429000
2022,Mazda,BT-50,1.9,Freestyle Cab C,Pickup,MT,,,gray,27500,2023-10-25,mazda-bt-50-c-กรุงเทพและปริมณฑล-อำเภอคลองหลวง/12740644?auc=true,439000
2021,Mazda,CX-30,2.0,C,SUV,AT,20.0,25.0,gray,47487,2023-10-25,mazda-cx-30-c-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12309196,799000
2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,54987,2023-10-25,mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12720770?auc=true,419000
2018,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,white,1166299,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12720759?auc=true,459000
2010,Mazda,2,1.5,Spirit Sports,Hatchback,AT,9.0,14.0,sky,121355,2023-10-25,mazda-2-spirit-sports-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12737406,198000
2014,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,red,87500,2023-10-25,mazda-3-s-sports-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12735208?auc=true,375000
2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,82500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/10253195,399000
2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,blue,122500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12224764,435000
2017,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,white,93443,2023-10-25,mazda-2-high-plus-ภาคเหนือ-อำเภอพาน/12733571,399000
2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,172500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12732497?auc=true,348000
2012,Mazda,2,1.5,Groove,Sedan,AT,9.0,14.0,gray,102500,2023-10-25,mazda-2-groove-กรุงเทพและปริมณฑล-มีนบุรี/12731810,199000
2020,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,white,112500,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12731383,429000
2023,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,white,32500,2023-10-25,mazda-2-s-leather-ภาคใต้-อำเภอเมืองภูเก็ต/12731188,489000
2012,Mazda,2,1.5,Sports Spirit,Hatchback,AT,9.0,14.0,white,77500,2023-10-25,mazda-2-sports-spirit-ภาคใต้-อำเภออ่าวลึก/12729887,248000
2012,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,gray,117848,2023-10-25,mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12728850?auc=true,248000
2013,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,black,192862,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอเมืองเชียงใหม่/11245204,299000
2012,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,white,202500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอเมืองเชียงใหม่/11079312,299000
2011,Mazda,2,1.5,Groove,Sedan,AT,9.0,14.0,black,147500,2023-10-25,mazda-2-groove-ภาคเหนือ-อำเภอเมืองลำพูน/11092609,199000
2018,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,white,75885,2023-10-25,mazda-cx-3-s-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12727213,495000
2016,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,blue,94472,2023-10-25,mazda-2-high-plus-ภาคใต้-อำเภอเมืองภูเก็ต/12721659,349000
2018,Mazda,CX-3,2.0,E,SUV,AT,15.0,22.0,white,102500,2023-10-25,mazda-cx-3-e-ภาคใต้-อำเภอเมืองภูเก็ต/12725743,458000
2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,gray,127500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12725568,799000
2019,Mazda,2,1.3,Sports High,Hatchback,AT,15.0,25.0,gray,85405,2023-10-25,mazda-2-sports-high-กรุงเทพและปริมณฑล-ติวานนท์-ปทุมธานี/12422763,367100
2018,Mazda,CX-3,2.0,C,SUV,AT,15.0,22.0,red,77405,2023-10-25,mazda-cx-3-c-ภาคใต้-อำเภอเมืองภูเก็ต/12721838,495000
2014,Mazda,3,2.0,S,Sedan,AT,14.0,18.0,white,192500,2023-10-25,mazda-3-s-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12498467,399000
2021,Mazda,CX-8,2.5,SP,SUV,AT,19.0,25.0,red,77500,2023-10-25,mazda-cx-8-sp-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12585789,950000
2015,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,72500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12716076,325000
2018,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,red,87500,2023-10-25,mazda-cx-3-sp-ภาคใต้-อำเภอเมืองภูเก็ต/12613484,585000
2017,Mazda,2,1.3,High,Sedan,AT,15.0,22.0,white,112500,2023-10-25,mazda-2-high-ภาคอีสาน-อำเภอปักธงชัย/12712443?auc=true,399000
2019,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,brown,41088,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12719866,423900
2019,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,white,49185,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12719760,419700
2017,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,gray,85232,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-ลำลูกกา/12719676,364700
2018,Mazda,3,2.0,E,Sedan,AT,14.0,18.0,red,67500,2023-10-25,mazda-3-e-ภาคใต้-อำเภอเมืองภูเก็ต/12718389,495000
2013,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,white,117500,2023-10-25,mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12715186?auc=true,239000
2013,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,white,117500,2023-10-25,mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12715177?auc=true,239000
2013,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,white,117500,2023-10-25,mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12715168?auc=true,239000
2013,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,white,117500,2023-10-25,mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12715161?auc=true,239000
2013,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,white,117500,2023-10-25,mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12715142?auc=true,239000
2012,Mazda,2,1.5,Sports Spirit,Hatchback,AT,9.0,14.0,white,172500,2023-10-25,mazda-2-sports-spirit-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12424996,248000
2017,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,white,93449,2023-10-25,mazda-2-high-plus-ภาคเหนือ-อำเภอพาน/12714702,395000
2016,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,white,54195,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคใต้-อำเภอหาดใหญ่/9104799,399000
2016,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13.0,16.0,black,132500,2023-10-25,mazda-cx-5-xdl-ภาคใต้-อำเภอหาดใหญ่/12543182,519000
2020,Mazda,BT-50 PRO,2.2,FREE STYLE CAB THUNDER Hi-Racer,Pickup,MT,,,gray,22500,2023-10-25,mazda-bt-50-pro-thunder-hi-racer-ภาคกลาง-อำเภอเมืองลพบุรี/12664576,399000
2017,Mazda,2,1.3,Standard,Sedan,AT,15.0,25.0,gray,92500,2023-10-25,mazda-2-standard-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12702406,345000
2018,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,red,2500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11885038?auc=true,538000
2019,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,black,82500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12700894,499000
2018,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,red,132776,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-อ่อนนุช/12699593,378800
2011,Mazda,2,1.5,Groove,Hatchback,AT,9.0,14.0,red,122500,2023-10-25,mazda-2-sports-groove-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12680689,149000
2019,Mazda,2,1.3,High,Sedan,AT,15.0,25.0,black,32500,2023-10-25,mazda-2-high-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12696115?auc=true,149000
2016,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,black,140154,2023-10-25,mazda-2-sports-high-plus-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12693391,350000
2012,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,silver,2500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคตะวันออก-อำเภอเมืองระยอง/12693206,369000
2016,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,white,142480,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12692777,346200
2014,Mazda,CX-5,2.0,C,SUV,AT,13.0,16.0,white,212500,2023-10-25,mazda-cx-5-c-ภาคใต้-อำเภอเมืองสงขลา/12587782,465000
2011,Mazda,2,1.5,Elegance Groove,Sedan,AT,9.0,14.0,white,2500,2023-10-25,mazda-2-elegance-groove-ภาคใต้-อำเภอเมืองสงขลา/12686366,188000
2016,Mazda,2,1.5,XD Sports,Hatchback,AT,15.0,25.0,red,217500,2023-10-25,mazda-2-xd-sports-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12407920,290000
2016,Mazda,CX-5,2.0,S,SUV,AT,13.0,16.0,gray,72500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12666599,458000
2021,Mazda,CX-3,2.0,Base Plus,SUV,AT,15.0,22.0,black,27500,2023-10-25,mazda-cx-3-base-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12680779,569000
2014,Mazda,CX-5,2.5,S,SUV,AT,13.0,16.0,white,152500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12680764,419000
2017,Mazda,2,1.5,XD High Connect,Sedan,AT,15.0,25.0,black,157500,2023-10-25,mazda-2-xd-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12196791,389000
2016,Mazda,2,1.5,XD High Connect,Sedan,AT,15.0,25.0,black,182500,2023-10-25,mazda-2-xd-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12431400,339000
2016,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,brown,26647,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-ลำลูกกา/12533097,379100
2021,Mazda,BT-50,1.9,Double Cab Hi-Racer SP,Pickup,AT,,,white,30000,2023-10-25,mazda-bt-50-hi-racer-sp-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12421427,699000
2013,Mazda,2,1.5,Sports Spirit,Hatchback,AT,9.0,14.0,white,2500,2023-10-25,mazda-2-sports-spirit-ภาคใต้-อำเภอเมืองสงขลา/12673961,238000
2013,Mazda,2,1.5,Elegance Maxx,Sedan,AT,9.0,14.0,white,2500,2023-10-25,mazda-2-elegance-maxx-ภาคใต้-อำเภอเมืองสงขลา/12673878,195000
2016,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,brown,92500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12672460?auc=true,419000
2021,Mazda,CX-30,2.0,S,SUV,AT,20.0,25.0,gray,67500,2023-10-25,mazda-cx-30-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12634250,759000
2021,Mazda,2,1.3,S,Sedan,AT,15.0,25.0,white,12500,2023-10-25,mazda-2-s-ภาคใต้-อำเภอเมืองภูเก็ต/9746283,449000
2021,Mazda,2,1.3,SP Sports,Hatchback,AT,15.0,25.0,gray,47500,2023-10-25,mazda-2-sp-sports-ภาคใต้-อำเภอเมืองภูเก็ต/9746140,449000
2021,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,black,17500,2023-10-25,mazda-2-s-leather-ภาคใต้-อำเภอเมืองภูเก็ต/11966760,449000
2022,Mazda,2,1.3,S,Sedan,AT,15.0,25.0,gray,32500,2023-10-25,mazda-2-s-ภาคใต้-อำเภอเมืองภูเก็ต/12275929,479000
2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,red,34087,2023-10-25,mazda-cx-30-sp-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12644574,799000
2018,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,red,107500,2023-10-25,mazda-cx-5-sp-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12670341?auc=true,685000
2018,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,gray,42500,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-อ่อนนุช/12667790,389000
2012,Mazda,3,1.6,Spirit Sports,Hatchback,AT,11.0,14.0,silver,22500,2023-10-25,mazda-3-spirit-sports-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12665666,279000
2015,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,red,145609,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-มีนบุรี/12664936,326400
2018,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,gray,60717,2023-10-25,mazda-2-sports-high-plus-กรุงเทพและปริมณฑล-มีนบุรี/12664912,394700
2019,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,white,57150,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-พระราม3-สาทร-พระราม4/12609287,439700
2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,brown,112081,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12578737,372000
2018,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,white,40190,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-ปิ่นเกล้า-ถนนบรมราชชนนี/12547843,402700
2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,brown,94288,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12381127,380800
2017,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,black,197030,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12596581,365000
2020,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,white,25088,2023-10-25,mazda-2-s-leather-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12603163,475000
2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,red,75195,2023-10-25,mazda-2-sports-high-connect-ภาคเหนือ-อำเภอพาน/12659108,415000
2017,Mazda,CX-3,2.0,C,SUV,AT,15.0,22.0,white,12500,2023-10-25,mazda-cx-3-c-กรุงเทพและปริมณฑล-อำเภอบางใหญ่/12478335?auc=true,459000
2006,Mazda,3,2.0,R Sport,Hatchback,AT,5.0,10.0,gray,27500,2023-10-25,mazda-3-r-sport-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12656442,179000
2016,Mazda,3,2.0,S Sports,Hatchback,AT,14.0,18.0,red,192500,2023-10-25,mazda-3-s-sports-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12656497,399000
2012,Mazda,BT-50 PRO,2.2,FREE STYLE CAB V,Pickup,MT,,,white,142500,2023-10-25,mazda-bt-50-pro-v-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12656574,279000
2019,Mazda,3,2.0,C,Sedan,AT,14.0,18.0,gray,47500,2023-10-25,mazda-3-c-กรุงเทพและปริมณฑล-อำเภอบางใหญ่/12590839?auc=true,549000
2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,white,32500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12656999?auc=true,919000
2016,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,white,177500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12340581?auc=true,459000
2016,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13.0,16.0,black,142500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12656530,569000
2011,Mazda,2,1.5,Groove,Sedan,AT,9.0,14.0,gray,192500,2023-10-25,mazda-2-groove-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12656369,179000
2016,Mazda,2,1.5,XD High Plus,Sedan,AT,15.0,25.0,red,142500,2023-10-25,mazda-2-xd-high-plus-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12656287,349000
2012,Mazda,2,1.5,Spirit,Sedan,AT,9.0,14.0,white,112500,2023-10-25,mazda-2-spirit-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12656226,198000
2011,Mazda,2,1.5,Sports Groove,Hatchback,AT,9.0,14.0,green,82500,2023-10-25,mazda-2-sports-groove-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12656257,189000
2019,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,white,62500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12561061,189000
2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,white,106316,2023-10-25,mazda-2-high-connect-ภาคเหนือ-อำเภอพาน/12652438,395000
2022,Mazda,3,2.0,SP Sports,Hatchback,AT,19.0,24.0,white,18000,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12651460?auc=true,839000
2015,Mazda,2,1.5,XD Sports High Plus,Hatchback,AT,15.0,25.0,brown,2500,2023-10-25,mazda-2-xd-sports-high-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12446506,299000
2016,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,black,92500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคอีสาน-อำเภอเมืองบุรีรัมย์/12646654,369000
2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,black,132056,2023-10-25,mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12646147,389000
2017,Mazda,CX-5,2.0,S,SUV,AT,17.0,23.0,gray,131484,2023-10-25,mazda-cx-5-s-ภาคตะวันออก-อำเภอบางละมุง/12644777,579000
2016,Mazda,2,1.5,XD High Plus L,Sedan,AT,15.0,25.0,red,167500,2023-10-25,mazda-2-xd-high-plus-l-กรุงเทพและปริมณฑล-อ่อนนุช/12638482,319000
2012,Mazda,3,2.0,Maxx,Sedan,AT,11.0,14.0,gray,148586,2023-10-25,mazda-3-maxx-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12202774,255000
2016,Mazda,CX-5,2.5,S,SUV,AT,13.0,16.0,gray,152500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12634847,528000
2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,red,52500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12634590,758000
2019,Mazda,3,2.0,C,Sedan,AT,14.0,18.0,red,22500,2023-10-25,mazda-3-c-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12632551,529000
2019,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,brown,52500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคกลาง-อำเภอเมืองลพบุรี/12631181,389000
2021,Mazda,BT-50,1.9,Standard Cab E,Pickup,MT,,,white,72500,2023-10-25,mazda-bt-50-e-ภาคกลาง-อำเภอเมืองลพบุรี/12631460,389000
2011,Mazda,2,1.5,Spirit Sports,Hatchback,AT,9.0,14.0,white,102500,2023-10-25,mazda-2-spirit-sports-ภาคตะวันออก-อำเภอเมืองระยอง/12630199,199000
2018,Mazda,CX-5,2.0,SP,SUV,AT,17.0,23.0,red,172500,2023-10-25,mazda-cx-5-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12621970,666000
2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,gray,87500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12603698,399000
2016,Mazda,CX-5,2.0,C,SUV,AT,13.0,16.0,white,132500,2023-10-25,mazda-cx-5-c-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11676453,469000
2017,Mazda,CX-5,2.0,C,SUV,AT,13.0,16.0,gray,142500,2023-10-25,mazda-cx-5-c-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12352675,469000
2019,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,gray,46207,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอพาน/12595574,415000
2016,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,white,76264,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคเหนือ-อำเภอสารภี/12594457,348000
2005,Mazda,Fighter,2.5,DOUBLE CAB Mid,Pickup,MT,,,orange,2500,2023-10-25,mazda-fighter-mid-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12589764,88000
2005,Mazda,Fighter,2.5,FREE STYLE CAB Mid,Pickup,MT,,,gray,232500,2023-10-25,mazda-fighter-mid-ภาคเหนือ-อำเภอสันทราย/12588652?auc=true,139000
2014,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,white,127500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12572299?auc=true,399000
2014,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,white,127500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12572257?auc=true,399000
2011,Mazda,BT-50,2.5,FREE STYLE CAB Hi-Racer,Pickup,MT,,,gray,297500,2023-10-25,mazda-bt-50-hi-racer-ภาคอีสาน-อำเภอโพนพิสัย/12352018,259000
2016,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,52500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12243784,355000
2013,Mazda,2,1.5,Elegance Groove,Sedan,AT,9.0,14.0,red,137500,2023-10-25,mazda-2-elegance-groove-กรุงเทพและปริมณฑล-ติวานนท์-ปทุมธานี/12579659,229000
2015,Mazda,2,1.5,Sports Maxx Sports,Hatchback,AT,9.0,14.0,white,1000,2023-10-25,mazda-2-sports-maxx-sports-กรุงเทพและปริมณฑล-มีนบุรี/12578093,245000
2015,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,red,80000,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12564182,335000
2017,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,black,122500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12572869?auc=true,309000
2014,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,AT,,,white,127500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12572226?auc=true,399000
2016,Mazda,2,1.3,High,Sedan,AT,15.0,25.0,white,147500,2023-10-25,mazda-2-high-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12567260?auc=true,289000
2019,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,red,32500,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12566404,435000
2019,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,brown,127500,2023-10-25,mazda-bt-50-pro-hi-racer-ภาคอีสาน-อำเภอเมืองอุดรธานี/12564984?auc=true,439000
2015,Mazda,2,1.5,XD High Plus,Sedan,AT,15.0,25.0,red,112500,2023-10-25,mazda-2-xd-high-plus-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12564808?auc=true,369000
2017,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,white,122500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12563791?auc=true,385000
2018,Mazda,3,2.0,C Sports,Hatchback,AT,14.0,18.0,gray,82500,2023-10-25,mazda-3-c-sports-ภาคตะวันออก-อำเภอศรีราชา/10843905?auc=true,599000
2012,Mazda,2,1.5,Sports Spirit,Hatchback,AT,9.0,14.0,blue,97500,2023-10-25,mazda-2-sports-spirit-ภาคตะวันออก-อำเภอศรีราชา/10844247?auc=true,273000
2018,Mazda,BT-50 PRO,2.2,FREE STYLE CAB THUNDER Hi-Racer,Pickup,MT,,,white,82500,2023-10-25,mazda-bt-50-pro-thunder-hi-racer-ภาคตะวันออก-อำเภอศรีราชา/10844302?auc=true,418000
