id,name,cost,mile,status,color,gear,web,webid,date
103,2019 Mazda 3 2.0 (ปี 19-24) SP Sedan,"753,900",63437 km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-3-sp-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12306869?carsome=true
",2023-10-25
104,2015 Mazda 3 2.0 (ปี 14-18) S Sedan,"433,900",152732 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-s-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12856546?carsome=true
",2023-10-25
105,2016 Mazda 3 2.0 (ปี 14-18) 2.0 C Sports Hatchback AT,"428,000",140 - 145K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-c-sports-กรุงเทพและปริมณฑล-สุขุมวิท/12539216
",2023-10-25
106,2013 Mazda BT-50 PRO 2.2 DOUBLE CAB 2.2 V Pickup MT,"225,000",170 - 175K km,รถมือสอง,สีเทา,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-v-ภาคตะวันออก-อำเภอบ้านค่าย/12809787
",2023-10-25
107,2006 Mazda RX-8 1.3 (ปี 03-08) 1.3 Roadster Coupe AT,"550,000",115 - 120K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-rx-8-roadster-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12388517
",2023-10-25
108,2017 Mazda BT-50 PRO 2.2 FREE STYLE CAB 2.2 Hi-Racer Pickup MT,"350,000",55 - 60K km,รถมือสอง,สีน้ำตาล,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-อ่อนนุช/12356387
",2023-10-25
109,2017 Mazda CX-5 2.2 (ปี 17-23) 2.2 XDL 4WD SUV AT,"750,000",120 - 125K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-xdl-ภาคตะวันตก-อำเภอเมืองราชบุรี/12405917
",2023-10-25
110,2014 Mazda 3 2.0 (ปี 14-18) C Sedan,"329,000",0 - 5K km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-3-c-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/9347264?auc=true
",2023-10-25
111,2012 Mazda 3 1.6 (ปี 11-14) Spirit Sports Hatchback,"229,000",0 - 5K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-3-spirit-sports-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/9827342?auc=true
",2023-10-25
112,2019 Mazda 2 1.3 (ปี 15-25) 1.3 High Connect Sedan AT,"375,000",50 - 55K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-อำเภอบางพลี/12687481
",2023-10-25
113,2014 Mazda CX-5 2.0 (ปี 13-16) 2.0 C SUV AT,"379,000",10 - 15K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-c-กรุงเทพและปริมณฑล-อำเภอปากเกร็ด/12578009
",2023-10-25
114,2017 Mazda BT-50 PRO 2.2 DOUBLE CAB Hi-Racer Pickup,"299,000",0 - 5K km,รถมือสอง,สีดำ,เกียร์ธรรมดา,one2car,"mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12680857?auc=true
",2023-10-25
115,2013 Mazda 2 1.5 (ปี 09-14) Sports Spirit Hatchback,"178,000",65 - 70K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-spirit-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12859050
",2023-10-25
116,2006 Mazda 3 2.0 (ปี 05-10) R Sport Hatchback,"139,000",0 - 5K km,รถมือสอง,สีน้ำเงิน,เกียร์อัตโนมัติ,one2car,"mazda-3-r-sport-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/10171360?auc=true
",2023-10-25
117,2010 Mazda 3 1.6 (ปี 05-10) Spirit Sedan,"149,000",0 - 5K km,รถมือสอง,สีเงิน,เกียร์อัตโนมัติ,one2car,"mazda-3-spirit-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/11725331?auc=true
",2023-10-25
118,2017 Mazda 3 2.0 (ปี 14-18) 2.0 SP Sports Hatchback AT,"545,000",135 - 140K km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-3-sp-sports-กรุงเทพและปริมณฑล-สุขุมวิท/12751835
",2023-10-25
119,2019 Mazda 2 1.3 (ปี 15-22) Sports Standard Hatchback,"319,000",0 - 5K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-standard-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12035859?auc=true
",2023-10-25
120,2016 Mazda 2 1.5 (ปี 15-25) XD High Connect Sedan,"319,000",0 - 5K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-high-connect-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12761216?auc=true
",2023-10-25
121,2019 Mazda 2 1.3 (ปี 15-22) Standard Sedan,"319,900",0 - 5K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-standard-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/10171598?auc=true
",2023-10-25
122,2011 Mazda 2 (ปี 09-14) 1.5 Sports Groove Hatchback AT,"155,000",160 - 165K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-groove-ภาคใต้-อำเภอเมืองปัตตานี/12603193
",2023-10-25
123,1992 Mazda RX-7 (ปี 92-00) 1.3 Coupe MT,"2,790,000",0 - 5K km,รถมือสอง,สีขาว,เกียร์ธรรมดา,one2car,"mazda-rx-7-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12650906
",2023-10-25
124,2021 Mazda CX-3 2.0 (ปี 15-22) 2.0 Base Plus SUV AT,"595,000",20 - 25K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-cx-3-base-plus-กรุงเทพและปริมณฑล-บางนา-กิ่งแก้ว-ลาดกระบัง/12589931
",2023-10-25
125,2011 Mazda 2 1.5 (ปี 09-14) Elegance Spirit Sedan,"159,000",0 - 5K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-2-elegance-spirit-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/11225895?auc=true
",2023-10-25
126,2015 Mazda 2 1.5 (ปี 15-25) XD Sports High Plus Hatchback,"388,900",125 - 130K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-sports-high-plus-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12697494
",2023-10-25
127,2018 Mazda CX-5 2.0 (ปี 17-23) 2.0 SP SUV AT,"719,000",55 - 60K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-sp-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12484602
",2023-10-25
128,2015 Mazda 3 2.0 (ปี 14-18) S Sedan,"359,000",100 - 105K km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-3-s-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12671651?auc=true
",2023-10-25
129,2017 Mazda 2 1.5 (ปี 15-25) XD High Connect Sedan,"417,900",80 - 85K km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-high-connect-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12709724
",2023-10-25
130,2019 Mazda 2 1.3 (ปี 15-22) High Sedan,"329,000",72500 km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-2-high-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11072619
",2023-10-25
131,2012 Mazda 2 1.5 (ปี 09-14) 1.5 Elegance Spirit Sedan AT,"150,000",25 - 30K km,รถมือสอง,สีน้ำเงิน,เกียร์อัตโนมัติ,one2car,"mazda-2-elegance-spirit-ภาคอีสาน-อำเภอเมืองอุบลราชธานี/12646344
",2023-10-25
132,2014 Mazda 3 2.0 (ปี 14-18) 2.0 S Sedan AT,"419,000",100 - 105K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-3-s-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12413356
",2023-10-25
133,2012 Mazda 3 1.6 (ปี 11-14) Spirit Sports Hatchback,"259,000",16004 km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-3-spirit-sports-ภาคเหนือ-อำเภอดอยสะเก็ด/12558120
",2023-10-25
134,2017 Mazda CX-5 2.0 (ปี 17-23) S SUV AT,"500,000",175 - 180K km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-cx-5-s-กรุงเทพและปริมณฑล-อำเภอลำลูกกา/12443651
",2023-10-25
135,2013 Mazda 3 2.0 (ปี 11-14) Maxx Sports Hatchback,"269,000",131087 km,รถมือสอง,สีดำ,เกียร์อัตโนมัติ,one2car,"mazda-3-maxx-sports-ภาคเหนือ-อำเภอดอยสะเก็ด/12308048
",2023-10-25
136,2015 Mazda 2 1.5 (ปี 15-25) XD Sports High Plus Hatchback,"388,900",135 - 140K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-xd-sports-high-plus-กรุงเทพและปริมณฑล-รังสิต-บางปะอิน/12697501
",2023-10-25
137,2016 Mazda 2 1.3 (ปี 15-25) 1.3 High Sedan AT,"295,000",40 - 45K km,รถมือสอง,สีน้ำตาล,เกียร์อัตโนมัติ,one2car,"mazda-2-high-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12646980
",2023-10-25
138,2021 Mazda CX-30 2.0 (ปี 20-25) 2.0 S SUV AT,"830,000",20 - 25K km,รถมือสอง,สีน้ำเงิน,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-s-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12798462
",2023-10-25
139,2017 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"383,900",125 - 130K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/12714600
",2023-10-25
140,2017 Mazda 2 1.3 (ปี 15-25) Sports High Hatchback,"363,900",154705 km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-2-sports-high-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12814357?carsome=true
",2023-10-25
141,2023 Mazda CX-30 2.0 (ปี 20-25) 2.0 Carbon Edition SUV AT,"960,000",15 - 20K km,รถมือสอง,สีเทา,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-carbon-edition-กรุงเทพและปริมณฑล-สุขุมวิท/12454068
",2023-10-25
142,2014 Mazda 2 1.5 (ปี 09-14) Elegance Maxx Sedan,"198,000",15 - 20K km,รถมือสอง,สีแดง,เกียร์อัตโนมัติ,one2car,"mazda-2-elegance-maxx-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12832391
",2023-10-25
143,2016 Mazda 2 1.3 (ปี 15-25) High Connect Sedan,"357,900",153005 km,รถมือสอง,สีน้ำเงิน,เกียร์อัตโนมัติ,one2car,"mazda-2-high-connect-กรุงเทพและปริมณฑล-รัชดาฯ-ห้วยขวาง-ลาดพร้าว-เพชรบุรีตัดใหม่/12815077?carsome=true
",2023-10-25
144,2021 Mazda 3 2.0 (ปี 19-24) 2.0 SP Sedan AT,"849,000",30 - 35K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-3-sp-ภาคอีสาน-อำเภอเมืองอุบลราชธานี/12743588
",2023-10-25
145,2021 Mazda CX-30 2.0 (ปี 20-25) 2.0 SP SUV AT,"880,000",45 - 50K km,รถมือสอง,สีขาว,เกียร์อัตโนมัติ,one2car,"mazda-cx-30-sp-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12652824
",2023-10-25
